timestamp,raw_value,wavelet_value
2015-10-17 21:05:11.741581,592,468.4063439831
2015-10-17 21:05:11.757446,601,468.4030871847
2015-10-17 21:05:11.757510,609,468.3998303864
2015-10-17 21:05:11.757558,616,468.3965735881
2015-10-17 21:05:11.773418,621,468.3933167897
2015-10-17 21:05:11.773485,626,468.3900599914
2015-10-17 21:05:11.773532,631,468.3868031931
2015-10-17 21:05:11.789396,635,468.3835463947
2015-10-17 21:05:11.789471,636,468.3802895964
2015-10-17 21:05:11.789519,639,468.3770327981
2015-10-17 21:05:11.805436,645,468.3737759997
2015-10-17 21:05:11.805511,650,468.3705192014
2015-10-17 21:05:11.805559,649,468.3672624031
2015-10-17 21:05:11.805610,649,468.3640056047
2015-10-17 21:05:11.821408,650,468.3607488064
2015-10-17 21:05:11.821471,646,468.357492008
2015-10-17 21:05:11.821517,639,468.3542352097
2015-10-17 21:05:11.837476,630,468.3509784114
2015-10-17 21:05:11.837547,614,468.347721613
2015-10-17 21:05:11.837593,593,468.3444648147
2015-10-17 21:05:11.853528,573,468.3412080164
2015-10-17 21:05:11.853591,555,468.337951218
2015-10-17 21:05:11.853636,538,468.6515303598
2015-10-17 21:05:11.870179,518,469.1625917205
2015-10-17 21:05:11.870824,501,469.7207232935
2015-10-17 21:05:11.870958,488,470.2788548664
2015-10-17 21:05:11.885821,477,470.8369864394
2015-10-17 21:05:11.886017,463,471.3951180124
2015-10-17 21:05:11.886184,453,471.9532495853
2015-10-17 21:05:11.901841,450,472.5113811583
2015-10-17 21:05:11.902083,446,473.0695127313
2015-10-17 21:05:11.902194,441,473.6276443042
2015-10-17 21:05:11.917578,436,474.1857758772
2015-10-17 21:05:11.917707,433,474.7439074502
2015-10-17 21:05:11.917806,429,475.3020390231
2015-10-17 21:05:11.933812,422,475.8601705961
2015-10-17 21:05:11.934109,419,476.4183021691
2015-10-17 21:05:11.934260,420,476.976433742
2015-10-17 21:05:11.949771,420,477.534565315
2015-10-17 21:05:11.949966,422,478.092696888
2015-10-17 21:05:11.950133,425,478.6508284609
2015-10-17 21:05:11.965888,428,479.2089600339
2015-10-17 21:05:11.966087,429,479.7670916069
2015-10-17 21:05:11.966258,429,480.3252231798
2015-10-17 21:05:11.981710,430,480.8833547528
2015-10-17 21:05:11.981912,432,481.4414863258
2015-10-17 21:05:11.982079,432,481.9996178987
2015-10-17 21:05:11.997437,430,482.5577494717
2015-10-17 21:05:11.997562,429,483.1158810447
2015-10-17 21:05:11.997659,429,483.6740126176
2015-10-17 21:05:12.013411,430,484.2321441906
2015-10-17 21:05:12.013537,434,484.7902757636
2015-10-17 21:05:12.013633,440,485.3484073365
2015-10-17 21:05:12.029426,445,485.9065389095
2015-10-17 21:05:12.029605,449,486.4646704825
2015-10-17 21:05:12.029782,451,487.0228020554
2015-10-17 21:05:12.045747,456,487.5809336284
2015-10-17 21:05:12.046047,459,488.1390652014
2015-10-17 21:05:12.046231,458,488.6971967743
2015-10-17 21:05:12.061449,455,489.2553283473
2015-10-17 21:05:12.061726,454,489.8134599203
2015-10-17 21:05:12.061898,456,490.3715914932
2015-10-17 21:05:12.062013,454,490.9297230662
2015-10-17 21:05:12.077820,452,491.4878546392
2015-10-17 21:05:12.078088,453,492.0459862121
2015-10-17 21:05:12.078286,456,492.6041177851
2015-10-17 21:05:12.093803,460,493.1622493581
2015-10-17 21:05:12.094008,467,493.720380931
2015-10-17 21:05:12.094202,470,494.278512504
2015-10-17 21:05:12.109581,471,494.836644077
2015-10-17 21:05:12.109778,473,495.3947756499
2015-10-17 21:05:12.109981,478,495.9529072229
2015-10-17 21:05:12.125813,481,496.5110387959
2015-10-17 21:05:12.126006,482,497.0691703688
2015-10-17 21:05:12.126176,483,497.6273019418
2015-10-17 21:05:12.141720,487,498.1854335148
2015-10-17 21:05:12.141916,486,498.7202713737
2015-10-17 21:05:12.142085,481,499.281659745
2015-10-17 21:05:12.157473,482,499.8430481163
2015-10-17 21:05:12.157595,486,500.4044364876
2015-10-17 21:05:12.157692,485,500.9658248589
2015-10-17 21:05:12.173608,481,501.5272132302
2015-10-17 21:05:12.173803,479,502.0886016015
2015-10-17 21:05:12.173975,481,502.6499899728
2015-10-17 21:05:12.189360,484,503.2113783441
2015-10-17 21:05:12.189482,483,503.7727667154
2015-10-17 21:05:12.189579,484,504.3341550867
2015-10-17 21:05:12.205327,486,504.895543458
2015-10-17 21:05:12.205434,486,505.4569318293
2015-10-17 21:05:12.205518,484,506.0183202006
2015-10-17 21:05:12.221161,480,506.5797085719
2015-10-17 21:05:12.221225,478,507.1410969432
2015-10-17 21:05:12.221272,475,507.7024853145
2015-10-17 21:05:12.237357,474,508.2638736858
2015-10-17 21:05:12.237523,477,508.8252620571
2015-10-17 21:05:12.237573,480,509.3866504284
2015-10-17 21:05:12.253516,479,509.9454506093
2015-10-17 21:05:12.253727,481,510.4990744092
2015-10-17 21:05:12.253894,487,511.0488159235
2015-10-17 21:05:12.269386,492,511.5959692473
2015-10-17 21:05:12.269605,489,512.1431225711
2015-10-17 21:05:12.269776,489,512.690275895
2015-10-17 21:05:12.285289,494,513.2374292188
2015-10-17 21:05:12.285481,498,513.7845825426
2015-10-17 21:05:12.285588,498,514.3317358664
2015-10-17 21:05:12.301445,500,514.8788891902
2015-10-17 21:05:12.301715,500,515.4260425141
2015-10-17 21:05:12.301892,497,515.9731958379
2015-10-17 21:05:12.302061,489,516.5203491617
2015-10-17 21:05:12.317529,478,517.0675024855
2015-10-17 21:05:12.317723,472,517.6146558093
2015-10-17 21:05:12.317887,473,518.1618091332
2015-10-17 21:05:12.333597,474,518.708962457
2015-10-17 21:05:12.333790,474,519.2561157808
2015-10-17 21:05:12.333962,475,519.8032691046
2015-10-17 21:05:12.349554,476,520.3504224285
2015-10-17 21:05:12.349741,476,520.8975757523
2015-10-17 21:05:12.349906,477,521.4447290761
2015-10-17 21:05:12.365570,477,521.9918823999
2015-10-17 21:05:12.365763,476,522.5390357237
2015-10-17 21:05:12.365933,479,523.0861890476
2015-10-17 21:05:12.381326,490,523.6333423714
2015-10-17 21:05:12.381434,495,523.8636597551
2015-10-17 21:05:12.381526,511,523.8964949199
2015-10-17 21:05:12.397548,565,523.8822598724
2015-10-17 21:05:12.397743,657,523.8680248249
2015-10-17 21:05:12.397911,770,523.8537897775
2015-10-17 21:05:12.413379,873,523.83955473
2015-10-17 21:05:12.413578,901,523.8253196825
2015-10-17 21:05:12.413745,861,523.811084635
2015-10-17 21:05:12.429517,719,523.7968495875
2015-10-17 21:05:12.429715,482,523.7826145401
2015-10-17 21:05:12.429883,371,523.6351623713
2015-10-17 21:05:12.445376,383,523.5052269441
2015-10-17 21:05:12.445570,408,523.3752915168
2015-10-17 21:05:12.445738,444,523.2453560895
2015-10-17 21:05:12.461465,477,523.1154206623
2015-10-17 21:05:12.461667,491,522.985485235
2015-10-17 21:05:12.461835,489,522.8555498077
2015-10-17 21:05:12.477322,487,522.7256143805
2015-10-17 21:05:12.477523,492,522.5956789532
2015-10-17 21:05:12.477695,496,522.4657435259
2015-10-17 21:05:12.493231,498,522.3358080987
2015-10-17 21:05:12.493360,504,522.2058726714
2015-10-17 21:05:12.493455,516,522.0759372442
2015-10-17 21:05:12.509320,528,521.9460018169
2015-10-17 21:05:12.509590,533,521.8160663896
2015-10-17 21:05:12.509761,543,521.6861309624
2015-10-17 21:05:12.525331,555,521.5561955351
2015-10-17 21:05:12.525600,564,521.4262601078
2015-10-17 21:05:12.525763,570,521.2963246806
2015-10-17 21:05:12.541221,574,521.1663892533
2015-10-17 21:05:12.541392,580,521.036453826
2015-10-17 21:05:12.541513,584,520.9065183988
2015-10-17 21:05:12.557264,586,520.7765829715
2015-10-17 21:05:12.557479,591,520.6466475442
2015-10-17 21:05:12.557798,597,520.516712117
2015-10-17 21:05:12.557969,601,520.3867766897
2015-10-17 21:05:12.573899,609,520.2568412624
2015-10-17 21:05:12.574295,622,520.1269058352
2015-10-17 21:05:12.574565,631,519.9969704079
2015-10-17 21:05:12.589679,636,519.8670349807
2015-10-17 21:05:12.589873,640,519.7370995534
2015-10-17 21:05:12.589979,648,519.6071641261
2015-10-17 21:05:12.605351,653,519.4772286989
2015-10-17 21:05:12.605543,657,519.3472932716
2015-10-17 21:05:12.605711,660,519.2173578443
2015-10-17 21:05:12.621438,662,519.0874224171
2015-10-17 21:05:12.621630,662,518.9574869898
2015-10-17 21:05:12.621800,659,518.8275515625
2015-10-17 21:05:12.637457,654,518.6976161353
2015-10-17 21:05:12.637649,648,518.567680708
2015-10-17 21:05:12.637818,637,518.4377452807
2015-10-17 21:05:12.653454,623,518.3078098535
2015-10-17 21:05:12.653650,608,518.1778744262
2015-10-17 21:05:12.653820,592,518.047938999
2015-10-17 21:05:12.669318,573,517.8960039529
2015-10-17 21:05:12.669541,555,517.8841032559
2015-10-17 21:05:12.669648,540,517.8714161436
2015-10-17 21:05:12.685440,524,517.8587290312
2015-10-17 21:05:12.685643,509,517.8460419189
2015-10-17 21:05:12.685818,494,517.8333548065
2015-10-17 21:05:12.701433,484,517.8206676942
2015-10-17 21:05:12.701630,479,517.8079805819
2015-10-17 21:05:12.701799,470,517.7952934695
2015-10-17 21:05:12.717378,462,517.7826063572
2015-10-17 21:05:12.717582,457,517.7699192448
2015-10-17 21:05:12.717754,453,517.7572321325
2015-10-17 21:05:12.733356,447,517.7445450202
2015-10-17 21:05:12.733555,444,517.7318579078
2015-10-17 21:05:12.733717,443,517.7191707955
2015-10-17 21:05:12.749361,439,517.7064836831
2015-10-17 21:05:12.749569,436,517.6937965708
2015-10-17 21:05:12.749740,438,517.6811094584
2015-10-17 21:05:12.765265,445,517.6684223461
2015-10-17 21:05:12.765505,453,517.6557352338
2015-10-17 21:05:12.765680,457,517.6456363119
2015-10-17 21:05:12.781243,460,517.6407137709
2015-10-17 21:05:12.781511,465,517.6396735156
2015-10-17 21:05:12.781679,470,517.6412214507
2015-10-17 21:05:12.797247,475,517.6427693859
2015-10-17 21:05:12.797514,480,517.644317321
2015-10-17 21:05:12.797683,483,517.6458652561
2015-10-17 21:05:12.797850,482,517.6474131913
2015-10-17 21:05:12.813433,483,517.6489611264
2015-10-17 21:05:12.813621,488,517.6505090615
2015-10-17 21:05:12.813785,492,517.6520569967
2015-10-17 21:05:12.829400,493,517.6536049318
2015-10-17 21:05:12.829591,493,517.655152867
2015-10-17 21:05:12.829751,496,517.6567008021
2015-10-17 21:05:12.845407,496,517.6582487372
2015-10-17 21:05:12.845601,495,517.6597966724
2015-10-17 21:05:12.845768,492,517.6613446075
2015-10-17 21:05:12.861374,491,517.6628925427
2015-10-17 21:05:12.861570,489,517.6644404778
2015-10-17 21:05:12.861741,487,517.6659884129
2015-10-17 21:05:12.877372,487,517.6675363481
2015-10-17 21:05:12.877566,490,517.6690842832
2015-10-17 21:05:12.877732,491,517.6706322184
2015-10-17 21:05:12.893294,489,517.6721801535
2015-10-17 21:05:12.893487,489,517.6737280886
2015-10-17 21:05:12.893656,492,517.6752760238
2015-10-17 21:05:12.909344,494,517.6768239589
2015-10-17 21:05:12.909574,496,517.6783718941
2015-10-17 21:05:12.909742,496,517.6799198292
2015-10-17 21:05:12.925315,498,517.6814677643
2015-10-17 21:05:12.925510,502,517.6830156995
2015-10-17 21:05:12.925682,504,517.6845636346
2015-10-17 21:05:12.941319,503,517.6861115698
2015-10-17 21:05:12.941517,507,517.6876595049
2015-10-17 21:05:12.941683,509,517.68920744
2015-10-17 21:05:12.957215,509,517.6907553752
2015-10-17 21:05:12.957418,510,517.8255204316
2015-10-17 21:05:12.957588,511,517.9427687465
2015-10-17 21:05:12.973264,510,518.0600170614
2015-10-17 21:05:12.973467,512,518.1772653763
2015-10-17 21:05:12.973633,514,518.293219596
2015-10-17 21:05:12.989210,517,518.4091738157
2015-10-17 21:05:12.989410,519,518.522539845
2015-10-17 21:05:12.989577,520,518.6320235885
2015-10-17 21:05:13.004933,519,518.7376250464
2015-10-17 21:05:13.005078,517,518.8419324091
2015-10-17 21:05:13.005178,514,518.9462397718
2015-10-17 21:05:13.020937,512,519.0505471344
2015-10-17 21:05:13.021054,511,519.1548544971
2015-10-17 21:05:13.021134,511,519.2591618598
2015-10-17 21:05:13.037151,509,519.3634692224
2015-10-17 21:05:13.037418,509,519.4677765851
2015-10-17 21:05:13.037590,511,519.5720839478
2015-10-17 21:05:13.037760,510,519.6750972152
2015-10-17 21:05:13.053318,507,519.7729341018
2015-10-17 21:05:13.053511,499,519.8681827979
2015-10-17 21:05:13.053680,493,519.9634314939
2015-10-17 21:05:13.069328,483,520.05868019
2015-10-17 21:05:13.069520,476,520.1539288861
2015-10-17 21:05:13.069682,477,520.2491775822
2015-10-17 21:05:13.085364,479,520.3444262783
2015-10-17 21:05:13.085564,479,520.4396749744
2015-10-17 21:05:13.085734,480,520.5349236705
2015-10-17 21:05:13.101274,483,520.6301723666
2015-10-17 21:05:13.101468,484,520.7254210627
2015-10-17 21:05:13.101633,482,520.8206697587
2015-10-17 21:05:13.117273,480,520.9159184548
2015-10-17 21:05:13.117463,479,521.0111671509
2015-10-17 21:05:13.117632,486,521.106415847
2015-10-17 21:05:13.133276,495,521.2016645431
2015-10-17 21:05:13.133471,499,521.2969132392
2015-10-17 21:05:13.133637,525,521.3921619353
2015-10-17 21:05:13.149312,589,521.4874106314
2015-10-17 21:05:13.149504,670,521.5826593275
2015-10-17 21:05:13.149674,766,521.6779080236
2015-10-17 21:05:13.165213,842,521.7731567196
2015-10-17 21:05:13.165408,836,521.8684054157
2015-10-17 21:05:13.165575,779,521.9636541118
2015-10-17 21:05:13.181223,620,522.0589028079
2015-10-17 21:05:13.181420,419,522.1761511228
2015-10-17 21:05:13.181584,363,522.1345791476
2015-10-17 21:05:13.197185,392,521.9736783467
2015-10-17 21:05:13.197389,421,521.8135639613
2015-10-17 21:05:13.197556,456,521.6534495759
2015-10-17 21:05:13.213183,484,521.4933351905
2015-10-17 21:05:13.213381,496,521.3332208051
2015-10-17 21:05:13.213545,499,521.1731064196
2015-10-17 21:05:13.229154,497,521.0129920342
2015-10-17 21:05:13.229355,494,520.8528776488
2015-10-17 21:05:13.229523,491,520.6927632634
2015-10-17 21:05:13.245151,496,520.5326488779
2015-10-17 21:05:13.245351,507,520.3725344925
2015-10-17 21:05:13.245519,516,520.2124201071
2015-10-17 21:05:13.261148,526,520.0523057217
2015-10-17 21:05:13.261470,538,519.8921913363
2015-10-17 21:05:13.261649,547,519.7320769508
2015-10-17 21:05:13.277079,553,519.5719625654
2015-10-17 21:05:13.277348,555,519.41184818
2015-10-17 21:05:13.277524,555,519.2517337946
2015-10-17 21:05:13.293056,554,519.0916194091
2015-10-17 21:05:13.293324,549,518.9315050237
2015-10-17 21:05:13.293496,548,518.7713906383
2015-10-17 21:05:13.293661,549,518.6112762529
2015-10-17 21:05:13.309230,552,518.4511618675
2015-10-17 21:05:13.309419,557,518.291047482
2015-10-17 21:05:13.309587,566,518.1309330966
2015-10-17 21:05:13.325194,577,517.9708187112
2015-10-17 21:05:13.325387,587,517.8107043258
2015-10-17 21:05:13.325554,595,517.6505899404
2015-10-17 21:05:13.341195,602,517.4904755549
2015-10-17 21:05:13.341389,611,517.3303611695
2015-10-17 21:05:13.341556,617,517.1702467841
2015-10-17 21:05:13.357169,625,517.0101323987
2015-10-17 21:05:13.357360,632,516.8500180132
2015-10-17 21:05:13.357524,632,516.6899036278
2015-10-17 21:05:13.372849,631,516.5297892424
2015-10-17 21:05:13.372971,629,516.369674857
2015-10-17 21:05:13.373068,629,516.2095604716
2015-10-17 21:05:13.389175,626,516.0494460861
2015-10-17 21:05:13.389368,622,515.8893317007
2015-10-17 21:05:13.389533,613,515.7292173153
2015-10-17 21:05:13.404878,601,515.5691029299
2015-10-17 21:05:13.405002,583,515.4089885444
2015-10-17 21:05:13.405101,562,515.248874159
2015-10-17 21:05:13.421143,545,515.0887597736
2015-10-17 21:05:13.421340,530,514.9286453882
2015-10-17 21:05:13.421513,514,514.7685310028
2015-10-17 21:05:13.437097,498,514.6084166173
2015-10-17 21:05:13.437293,488,514.4483022319
2015-10-17 21:05:13.437460,480,514.2881878465
2015-10-17 21:05:13.453065,472,514.1280734611
2015-10-17 21:05:13.453271,464,513.9679590757
2015-10-17 21:05:13.453441,459,513.8078446902
2015-10-17 21:05:13.469068,455,513.6477303048
2015-10-17 21:05:13.469270,449,513.4876159194
2015-10-17 21:05:13.469441,448,513.327501534
2015-10-17 21:05:13.485066,450,513.2672365295
2015-10-17 21:05:13.485269,448,513.3038859638
2015-10-17 21:05:13.485437,442,513.3626030331
2015-10-17 21:05:13.500977,437,513.4213201024
2015-10-17 21:05:13.501246,439,513.481331267
2015-10-17 21:05:13.501421,441,513.5413424315
2015-10-17 21:05:13.516973,443,513.6039417865
2015-10-17 21:05:13.517242,447,513.6704234272
2015-10-17 21:05:13.517414,453,513.7407873535
2015-10-17 21:05:13.532979,457,513.8124453751
2015-10-17 21:05:13.533246,460,513.8841033967
2015-10-17 21:05:13.533415,463,513.9557614183
2015-10-17 21:05:13.533581,467,514.0274194398
2015-10-17 21:05:13.549150,468,514.0990774614
2015-10-17 21:05:13.549345,465,514.170735483
2015-10-17 21:05:13.549510,464,514.2423935045
2015-10-17 21:05:13.565152,464,514.3140515261
2015-10-17 21:05:13.565343,466,514.3870036429
2015-10-17 21:05:13.565512,469,514.4651321406
2015-10-17 21:05:13.581145,471,514.5458488288
2015-10-17 21:05:13.581337,471,514.6265655169
2015-10-17 21:05:13.581502,468,514.7072822051
2015-10-17 21:05:13.597120,467,514.7879988932
2015-10-17 21:05:13.597313,468,514.8687155814
2015-10-17 21:05:13.597479,468,514.9494322695
2015-10-17 21:05:13.613128,468,515.0301489577
2015-10-17 21:05:13.613312,467,515.1108656458
2015-10-17 21:05:13.613473,470,515.191582334
2015-10-17 21:05:13.629050,472,515.2722990221
2015-10-17 21:05:13.629243,471,515.3530157103
2015-10-17 21:05:13.629410,471,515.4337323984
2015-10-17 21:05:13.645019,472,515.5144490866
2015-10-17 21:05:13.645210,472,515.5951657747
2015-10-17 21:05:13.645375,471,515.6758824629
2015-10-17 21:05:13.661022,472,515.7565991511
2015-10-17 21:05:13.661220,475,515.8373158392
2015-10-17 21:05:13.661388,475,515.9180325274
2015-10-17 21:05:13.677024,474,515.9987492155
2015-10-17 21:05:13.677215,478,516.0794659037
2015-10-17 21:05:13.677381,482,516.1601825918
2015-10-17 21:05:13.692937,486,516.24089928
2015-10-17 21:05:13.693146,488,516.3216159681
2015-10-17 21:05:13.693313,488,516.4023326563
2015-10-17 21:05:13.708962,490,516.4610497256
2015-10-17 21:05:13.709166,493,516.7005867039
2015-10-17 21:05:13.709335,497,516.9194181587
2015-10-17 21:05:13.724954,501,517.1382496134
2015-10-17 21:05:13.725158,505,517.3570810682
2015-10-17 21:05:13.725324,503,517.5759125229
2015-10-17 21:05:13.740873,503,517.7947439776
2015-10-17 21:05:13.741140,505,518.0135754324
2015-10-17 21:05:13.741312,505,518.2324068871
2015-10-17 21:05:13.756691,502,518.4512383419
2015-10-17 21:05:13.756838,503,518.6700697966
2015-10-17 21:05:13.756938,504,518.8889012513
2015-10-17 21:05:13.772848,500,519.1077327061
2015-10-17 21:05:13.773113,496,519.3265641608
2015-10-17 21:05:13.773285,498,519.5453956156
2015-10-17 21:05:13.773449,500,519.7642270703
2015-10-17 21:05:13.788717,500,519.983058525
2015-10-17 21:05:13.788841,498,520.2018899798
2015-10-17 21:05:13.788939,501,520.4207214345
2015-10-17 21:05:13.805038,502,520.6395528893
2015-10-17 21:05:13.805233,497,520.858384344
2015-10-17 21:05:13.805405,489,521.0772157987
2015-10-17 21:05:13.821059,479,521.2960472535
2015-10-17 21:05:13.821237,473,521.5148787082
2015-10-17 21:05:13.821343,470,521.733710163
2015-10-17 21:05:13.836976,471,521.9525416177
2015-10-17 21:05:13.837167,477,522.1713730724
2015-10-17 21:05:13.837333,480,522.3902045272
2015-10-17 21:05:13.852975,479,522.6090359819
2015-10-17 21:05:13.853171,477,522.8278674367
2015-10-17 21:05:13.853337,479,523.0466988914
2015-10-17 21:05:13.868945,479,523.2655303461
2015-10-17 21:05:13.869137,478,523.4843618009
2015-10-17 21:05:13.869308,485,523.7031932556
2015-10-17 21:05:13.884885,497,523.9220247104
2015-10-17 21:05:13.885074,501,524.1408561651
2015-10-17 21:05:13.885242,525,524.3596876198
2015-10-17 21:05:13.900873,593,524.5785190746
2015-10-17 21:05:13.901069,684,524.7973505293
2015-10-17 21:05:13.901234,789,525.0161819841
2015-10-17 21:05:13.916873,867,525.2350134388
2015-10-17 21:05:13.917068,860,525.4538448935
2015-10-17 21:05:13.917235,802,525.6726763483
2015-10-17 21:05:13.932889,628,525.891507803
2015-10-17 21:05:13.933088,415,526.1039616935
2015-10-17 21:05:13.933253,356,525.9936417432
2015-10-17 21:05:13.948851,385,525.8973959124
2015-10-17 21:05:13.949055,414,525.8011500815
2015-10-17 21:05:13.949223,452,525.7049042506
2015-10-17 21:05:13.964702,482,525.6086584198
2015-10-17 21:05:13.964902,494,525.5124125889
2015-10-17 21:05:13.965167,491,525.4161667581
2015-10-17 21:05:13.980834,487,525.3199209272
2015-10-17 21:05:13.981035,487,525.2236750963
2015-10-17 21:05:13.981207,491,525.1274292655
2015-10-17 21:05:13.996739,499,525.0311834346
2015-10-17 21:05:13.997013,511,524.9349376038
2015-10-17 21:05:13.997185,523,524.7388423919
2015-10-17 21:05:14.012738,532,524.4458327414
2015-10-17 21:05:14.013006,540,524.1307554558
2015-10-17 21:05:14.013176,549,523.8156781702
2015-10-17 21:05:14.028734,558,523.5006008846
2015-10-17 21:05:14.029011,563,523.185523599
2015-10-17 21:05:14.029185,564,522.8704463134
2015-10-17 21:05:14.029351,566,522.5553690278
2015-10-17 21:05:14.044891,571,522.2402917422
